Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R002208,"Bagwell, Ashlie ",Harris Jones & Malone,Association of Independent Midwives of Maryland (AIMM),11/01/19-10/31/20
R003019,"Bagwell, Ashlie ",Harris Jones & Malone,"Reynolds and Reynolds, Inc.",12/27/19-10/31/20
R004031,"Bagwell, Ashlie ",Harris Jones & Malone,"United Way of Central Maryland, Inc.",07/17/20-10/31/20
R003956,"Bagwell, Ashlie ",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,06/08/20-10/31/20
R004163,"Bagwell, Ashlie ",Harris Jones & Malone,NonProfit Montgomery/Montgomery Moving Forward,10/06/20-10/31/20
R009353,"Bagwell, Ashlie ",Harris Jones & Malone,McDonald's Corporation,11/01/21-10/31/22
R009426,"Bagwell, Ashlie ",Harris Jones & Malone,Nonprofit Montgomery,11/01/21-10/31/22
R009417,"Bagwell, Ashlie ",Harris Jones & Malone,Bristol-Myers Squibb Company,11/01/21-10/31/22
R006129,"Bagwell, Ashlie ",Harris Jones & Malone,Bristol-Myers Squibb Company,11/01/20-10/31/21
R006141,"Bagwell, Ashlie ",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/20-10/31/21
R006138,"Bagwell, Ashlie ",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/20-10/31/21
R006145,"Bagwell, Ashlie ",Harris Jones & Malone,Washington Psychiatric Society,11/01/20-10/31/21
R006150,"Bagwell, Ashlie ",Harris Jones & Malone,Vertex Pharmaceuticals Incorporated,11/01/20-10/31/21
R010929,"Bagwell, Ashlie ",Harris Jones & Malone,"Gotham Green Partners, LLC",11/12/21-10/31/22
R010931,"Bagwell, Ashlie ",Harris Jones & Malone,"Truveris, Inc.",11/12/21-10/31/22
R001596,"Bagwell, Ashlie ",Harris Jones & Malone,Beltway Fine Wine,11/01/19-10/31/20
R001598,"Bagwell, Ashlie ",Harris Jones & Malone,Discovery Communications,11/01/19-12/04/19
R002209,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Families for Safe Birth,11/01/19-10/31/20
R002280,"Bagwell, Ashlie ",Harris Jones & Malone,Baltimore Gas and Electric Company,11/01/19-10/31/20
R002282,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Restaurant Coalition,11/01/19-10/31/20
R002201,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Dental Hygienists' Association,11/01/19-10/31/20
R002203,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Psychiatric Society,11/01/19-10/31/20
R003021,"Bagwell, Ashlie ",Harris Jones & Malone,Johns Hopkins,12/27/19-10/31/20
R003622,"Bagwell, Ashlie ",Harris Jones & Malone,Roman Health Ventures Inc.,02/13/20-10/31/20
R003696,"Bagwell, Ashlie ",Harris Jones & Malone,"Smithfield Foods, Inc.",02/26/20-10/31/20
R009343,"Bagwell, Ashlie ",Harris Jones & Malone,Beltway Fine Wine,11/01/21-10/31/22
R009418,"Bagwell, Ashlie ",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/21-10/31/22
R009352,"Bagwell, Ashlie ",Harris Jones & Malone,Visit Baltimore,11/01/21-10/31/22
R009347,"Bagwell, Ashlie ",Harris Jones & Malone,KPMG LLP,11/01/21-10/31/22
R009419,"Bagwell, Ashlie ",Harris Jones & Malone,Johns Hopkins,11/01/21-10/31/22
R009425,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/21-10/31/22
R006139,"Bagwell, Ashlie ",Harris Jones & Malone,"Gordian Group, The",11/01/20-10/31/21
R006135,"Bagwell, Ashlie ",Harris Jones & Malone,Baltimore Gas and Electric Company,11/01/20-10/31/21
R006142,"Bagwell, Ashlie ",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,11/01/20-10/31/21
R006136,"Bagwell, Ashlie ",Harris Jones & Malone,Beltway Fine Wine,11/01/20-10/31/21
R007992,"Bagwell, Ashlie ",Harris Jones & Malone,"Trulieve Holdings, Inc.",09/08/21-10/31/21
R007290,"Bagwell, Ashlie ",Harris Jones & Malone,KPMG LLP,01/15/21-10/31/21
R006140,"Bagwell, Ashlie ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/20-10/31/21
R001495,"Bagwell, Ashlie ",Harris Jones & Malone,"Genentech, Inc., a Member of the Roche Group",11/01/19-10/31/20
R001499,"Bagwell, Ashlie ",Harris Jones & Malone,"HMR of Maryland, LLC",11/01/19-10/31/20
R002199,"Bagwell, Ashlie ",Harris Jones & Malone,"Boring Company, The",11/01/19-10/31/20
R002204,"Bagwell, Ashlie ",Harris Jones & Malone,McDonald's Corporation,11/01/19-10/31/20
R002205,"Bagwell, Ashlie ",Harris Jones & Malone,Norfolk Southern Corporation,11/01/19-10/31/20
R002294,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/19-10/31/20
R003574,"Bagwell, Ashlie ",Harris Jones & Malone,"Rapid Financial Services, LLC",02/07/20-10/31/20
R004030,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Land Title Association,07/17/20-10/31/20
R004139,"Bagwell, Ashlie ",Harris Jones & Malone,Bristol-Myers Squibb Company,09/28/20-10/31/20
R004141,"Bagwell, Ashlie ",Harris Jones & Malone,ITINERA Infrastructure & Concessions,09/28/20-10/22/20
R003020,"Bagwell, Ashlie ",Harris Jones & Malone,"Home Depot, Inc., The",12/27/19-10/31/20
R008001,"Bagwell, Ashlie ",Harris Jones & Malone,Planned Parenthood of Maryland,11/01/21-10/31/22
R009423,"Bagwell, Ashlie ",Harris Jones & Malone,Discovery Communications,11/01/21-10/31/22
R009345,"Bagwell, Ashlie ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/21-10/31/22
R006143,"Bagwell, Ashlie ",Harris Jones & Malone,Johns Hopkins,11/01/20-10/31/21
R006134,"Bagwell, Ashlie ",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",11/01/20-10/31/21
R006131,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Chiropractic Association,11/01/20-10/31/21
R007546,"Bagwell, Ashlie ",Harris Jones & Malone,"Tesla, Inc.",02/24/21-10/31/21
R010940,"Bagwell, Ashlie ",Harris Jones & Malone,"DoorDash, Inc.",11/17/21-10/31/22
R010942,"Bagwell, Ashlie ",Harris Jones & Malone,Federal Realty Investment Trust,11/17/21-10/31/22
R001595,"Bagwell, Ashlie ",Harris Jones & Malone,"Benevis, LLC",11/01/19-10/31/20
R001497,"Bagwell, Ashlie ",Harris Jones & Malone,"Harris Jones & Malone, LLC",11/01/19-10/31/20
R001594,"Bagwell, Ashlie ",Harris Jones & Malone,Verizon Communications,11/01/19-10/31/20
R001604,"Bagwell, Ashlie ",Harris Jones & Malone,Cerner Corporation,11/01/19-10/31/20
R002293,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Chiropractic Association,11/01/19-10/31/20
R002289,"Bagwell, Ashlie ",Harris Jones & Malone,"HopSkipDrive, Inc.",11/01/19-10/31/20
R002819,"Bagwell, Ashlie ",Harris Jones & Malone,Secure-Democracy,12/05/19-10/31/20
R003586,"Bagwell, Ashlie ",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",02/10/20-10/31/20
R003592,"Bagwell, Ashlie ",Harris Jones & Malone,Samaritan Ministries International,02/11/20-10/31/20
R007040,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Restaurant Coalition,01/04/21-10/31/21
R009420,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Chiropractic Association,11/01/21-10/31/22
R006148,"Bagwell, Ashlie ",Harris Jones & Malone,Verizon Communications,11/01/20-10/31/21
R006130,"Bagwell, Ashlie ",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/20-10/31/21
R007961,"Bagwell, Ashlie ",Harris Jones & Malone,Planned Parenthood of Maryland,08/20/21-10/31/21
R006144,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Psychiatric Society,11/01/20-10/31/21
R007630,"Bagwell, Ashlie ",Harris Jones & Malone,Discovery Communications,03/11/21-10/31/21
R006149,"Bagwell, Ashlie ",Harris Jones & Malone,Visit Baltimore,11/01/20-10/31/21
R001494,"Bagwell, Ashlie ",Harris Jones & Malone,Associated Builders & Contractors,11/01/19-10/31/20
R002994,"Bagwell, Ashlie ",Harris Jones & Malone,House of Ruth Maryland,12/27/19-10/31/20
R003560,"Bagwell, Ashlie ",Harris Jones & Malone,"Tesla, Inc.",02/05/20-10/31/20
R003565,"Bagwell, Ashlie ",Harris Jones & Malone,"Sprouts Farmers Market, Inc.",02/07/20-10/31/20
R009346,"Bagwell, Ashlie ",Harris Jones & Malone,Jewish Community Relations Council of Greater Washington,11/01/21-10/31/22
R009351,"Bagwell, Ashlie ",Harris Jones & Malone,Verizon Communications,11/01/21-10/31/22
R009348,"Bagwell, Ashlie ",Harris Jones & Malone,"United Way of Central Maryland, Inc.",11/01/21-10/31/22
R009421,"Bagwell, Ashlie ",Harris Jones & Malone,"Takeda Pharmaceuticals America, Inc.",11/01/21-10/31/22
R009422,"Bagwell, Ashlie ",Harris Jones & Malone,Health Facilities Association of Maryland,11/01/21-10/31/22
R006147,"Bagwell, Ashlie ",Harris Jones & Malone,"United Way of Central Maryland, Inc.",11/01/20-10/31/21
R006146,"Bagwell, Ashlie ",Harris Jones & Malone,McDonald's Corporation,11/01/20-10/31/21
R006132,"Bagwell, Ashlie ",Harris Jones & Malone,Maryland Medical Dispensary Association,11/01/20-10/31/21
R006133,"Bagwell, Ashlie ",Harris Jones & Malone,NonProfit Montgomery/Montgomery Moving Forward,11/01/20-10/31/21
R006137,"Bagwell, Ashlie ",Harris Jones & Malone,"Benevis, LLC",11/01/20-10/31/21
R001636,"Bailey, Angelica ",Maryland Building Industry Association,Maryland Building Industry Association,11/01/19-10/31/20
R003212,"Ballentine, Jr., Thomas  M","National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",01/10/20-10/31/20
R006771,"Ballentine, Jr., Thomas  M","National Association of Industrial and Office Properties, Maryland","National Association of Industrial and Office Properties, Maryland",11/30/20-10/31/21
R002297,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,11/01/19-10/31/20
R006883,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,12/14/20-10/31/21
R008375,"Banach, Elizabeth McDaniel",Marylanders to Prevent Gun Violence,Marylanders to Prevent Gun Violence,11/01/21-10/31/22
R004892,"Banks, Brian D",Banks Government Relations,Banks Government Relations,11/01/20-04/30/21
R003535,"Barkley, Amy M.",Tobacco Free Kids Action Fund,Tobacco-Free Kids Action Fund,02/05/20-10/31/20
R000844,"Barnes, Ron ",Google LLC,Google LLC and its Affiliates,11/01/19-10/31/20
R009402,"Barnes, Ron ",Google LLC and its Affiliates,Google LLC and its Affiliates,11/01/21-10/31/22
R005318,"Barnes, Ron ",Google LLC and its Affiliates,Google LLC and its Affiliates,11/01/20-10/31/21
R002670,"Basehart, Sarah ",Independence Now,Independence Now,11/18/19-10/31/20
R007445,"Bassett, Stacy H",College Board,"College Board, The",02/09/21-08/02/21
R001273,"Battisti, Sarah ",NRG Energy,"NRG Energy, Inc.",11/01/19-10/31/20
R004323,"Battisti, Sarah ",NRG Energy,"NRG Energy, Inc.",11/01/20-10/31/21
R002562,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/19-10/31/20
R010250,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/21-10/31/22
R005803,"Baucom, Marlee ",Norfolk Southern Corporation,Norfolk Southern Corporation,11/01/20-10/31/21
R003807,"Behlke, Max ","Juul Labs, Inc.","Juul Labs, Inc.",03/16/20-06/16/20
R007361,"Behringer, Charles Andrew",Maryland NORML,Maryland NORML,01/26/21-10/31/21
R010961,"Belew, David Perry",Maryland Center for History and Culture,Maryland Historical Society,11/01/21-10/31/22
R003945,"Belew, David Perry",Maryland Historical Society,Maryland Historical Society,11/01/19-10/31/20
R006709,"Belew, David Perry",Maryland Historical Society,Maryland Historical Society,11/20/20-10/31/21
R002877,"Bell, Charles ","Consumer Reports, Inc.","Consumer Reports, Inc.",12/12/19-10/31/20
R000230,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Medigrow, LLC",09/30/19-10/31/19
R000526,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,American Forest & Paper Association,11/01/19-10/31/20
R000537,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Encore Capital Group,11/01/19-10/31/20
R006873,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"National Association for the Advancement of Colored People- Legal Defense & Educational Fund, Inc.",12/04/20-10/31/21
R006885,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Everytown for Gun Safety Action Fund,12/08/20-10/31/21
R007309,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Encore Capital Group,01/20/21-10/31/21
R007396,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Academy of Audiology,02/01/21-10/31/21
R007401,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Enoch Pratt Free Library,01/29/21-10/31/21
R007402,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Kaiser Permanente,01/29/21-10/31/21
R007817,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Open Society Policy Center,05/25/21-10/31/21
R000457,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,ACLU of Maryland,11/01/19-10/31/20
R000554,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Wine Institute,11/01/19-10/31/20
R000544,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland School Psychologists' Association,11/01/19-06/01/20
R000530,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Everytown for Gun Safety Action Fund,11/01/19-10/31/20
R006886,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Arc Central Chesapeake Region, The",12/08/20-10/31/21
R007394,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Aid,02/01/21-10/31/21
R000310,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Novartis Services, Inc.",11/01/19-05/07/20
R000547,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Navarro & Wright,11/01/19-10/31/20
R000533,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Dream Management, Inc.",11/01/19-10/31/20
R003341,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Maryland Theatre for the Performing Arts, Inc. d/b/a The Maryland Conference and Cultural Center",01/20/20-10/30/20
R003530,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Hamilton Associates Limited Partnership,02/04/20-04/06/20
R004165,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,American Forest & Paper Association,01/22/21-10/31/21
R007395,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Services Corporation,01/29/21-10/31/21
R007400,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Daily Record, The",02/01/21-10/31/21
R000527,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Avaya, Inc.",11/01/19-10/31/20
R000528,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Bellamy Genn Group, LLC",11/01/19-10/31/20
R000545,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,MD & DC Credit Union Association,11/01/19-10/30/20
R004047,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Enoch Pratt Free Library,08/01/20-10/31/20
R007816,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Avaya, Inc.",05/25/21-10/31/21
R000539,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Kaiser Permanente,11/01/19-10/31/20
R000540,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Maryland Legal Aid,11/01/19-10/31/20
R000550,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Open Society Policy Center,11/01/19-10/31/20
R000553,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Williams Companies, Inc., The",11/01/19-10/31/20
R002972,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,RedSpeed Maryland,01/02/20-03/26/20
R007393,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,Wine Institute,01/28/21-10/31/21
R007397,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,"Williams Companies, Inc., The",01/29/21-10/31/21
R007391,"Bellamy, Lorenzo ",Bellamy Genn Group LLC,ACLU of Maryland,02/02/21-10/31/21
R003716,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Utility Scale Solar Energy Coalition,02/28/20-10/31/20
R003691,"Bennett, Tyler ","Compass Government Relations Partners, LLC","NextEra Energy Resources, LLC",02/26/20-10/31/20
R006537,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Girl Scouts of Central Maryland,11/13/20-10/31/21
R006539,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/13/20-10/31/21
R007087,"Bennett, Tyler ","Compass Government Relations Partners, LLC",CVS Health and All Affiliated Subsidiaries,01/08/21-10/31/21
R007604,"Bennett, Tyler ","Compass Government Relations Partners, LLC","JJF Management Services, Inc.",03/04/21-10/31/21
R007690,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,03/29/21-10/31/21
R010459,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Alliance of Boys & Girls Clubs,11/01/21-10/31/22
R010370,"Bennett, Tyler ","Compass Government Relations Partners, LLC","20/20 GeneSystems, Inc.",11/01/21-10/31/22
R002463,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/08/19-10/31/20
R003795,"Bennett, Tyler ","Compass Government Relations Partners, LLC",United Parcel Service,03/10/20-10/31/20
R006548,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Maryland Vapor Alliance,11/13/20-10/31/21
R006549,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Vesta Solutions, Inc.",11/13/20-10/31/21
R006532,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Avaya, Inc.",11/13/20-10/31/21
R010425,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Enterprise RAC Company of Maryland LLC,11/01/21-10/31/22
R010441,"Bennett, Tyler ","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",11/01/21-10/31/22
R010432,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Health Management Systems, Inc.",11/01/21-10/31/22
R010372,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Christian Healthcare Ministries,11/01/21-10/31/22
R010446,"Bennett, Tyler ","Compass Government Relations Partners, LLC",United Parcel Service,11/01/21-10/31/22
R010440,"Bennett, Tyler ","Compass Government Relations Partners, LLC",PayIt,11/01/21-10/31/22
R000071,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",09/30/19-10/31/19
R002470,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Teradata Government Systems LLC,11/08/19-10/31/20
R002472,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",11/08/19-10/31/20
R003440,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Vesta Solutions, Inc.",01/23/20-10/31/20
R006533,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Christian Healthcare Ministries,11/13/20-10/31/21
R006553,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",11/13/20-10/31/21
R007489,"Bennett, Tyler ","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",02/12/21-10/31/21
R007781,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Transit Wireless, LLC",05/18/21-10/31/21
R007995,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Navitas Business Consulting,09/09/21-10/31/21
R006541,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",11/13/20-10/31/21
R006538,"Bennett, Tyler ","Compass Government Relations Partners, LLC",In State Partners,11/13/20-10/31/21
R006536,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Health Management Systems, Inc.",11/13/20-10/31/21
R010443,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Printing and Graphics Association MidAtlantic,11/01/21-10/31/22
R010436,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Maryland Association for Justice, LLC.",11/01/21-10/31/22
R010434,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Lockheed Martin,11/01/21-10/31/22
R010447,"Bennett, Tyler ","Compass Government Relations Partners, LLC","Wawa, Inc.",11/01/21-10/31/22
R010448,"Bennett, Tyler ","Compass Government Relations Partners, LLC",Workday,11/01/21-10/31/22
