Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A011788,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",Hopewell Fund,05/01/21-10/31/21,"$9,760.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,760.00"
A011792,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",Maximus,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012697,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",Maryland Workforce Alliance,01/13/21-04/30/21,"$2,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,100.00"
A011789,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",Energy Action Fund,11/20/20-04/30/21,$390.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$390.00
A011795,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.","Maryland Citizens' Health Initiative, Inc.",11/20/20-04/30/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A011797,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",New Venture Fund,11/20/20-04/30/21,"$2,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,800.00"
A011790,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",Energy Action Fund,05/01/21-10/31/21,"$4,765.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,765.00"
A011784,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",1199 SEIU,05/01/21-10/31/21,"$6,080.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,080.00"
A008274,"Anderson, LaKeitha",RAI Services Company,RAI Services Company,11/01/20-12/20/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012698,"Anderson, Stephanie","O'Malley, Miles, Nylen & Gilmore, P.A.",Maryland Workforce Alliance,05/01/21-10/31/21,$800.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$800.00
A004962,"Andrade, Jeffrey",McKeon Group,Cicero Group,12/03/19-04/01/20,"$2,000.00",$100.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,100.00"
A006810,"Andrews, Erin","FAIR Fund, Inc.","Fair Girls, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006809,"Andrews, Erin","FAIR Fund, Inc.","Fair Girls, Inc.",01/29/20-04/30/20,"$8,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,225.00"
A004882,"Andryszak, John", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",12/09/19-04/30/20,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
A004884,"Andryszak, John", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",12/09/19-04/30/20,"$19,333.32",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,333.32"
A004885,"Andryszak, John", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",05/01/20-10/31/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A004887,"Andryszak, John", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A004889,"Andryszak, John", Law Office of John A Andryszak,CSAA Insurance Exchange (AAA),05/01/20-10/31/20,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A006339,"Andryszak, John", Law Office of John A Andryszak,Reinsurance Association of America,02/12/20-04/30/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A006536,"Andryszak, John", Law Office of John A Andryszak,Ntional Association of Surety Bond Producers,02/27/20-04/30/20,"$5,390.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,390.00"
A007583,"Andryszak, John", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",05/01/21-10/31/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A004886,"Andryszak, John", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",12/09/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A004883,"Andryszak, John", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",05/01/20-10/31/20,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A007570,"Andryszak, John", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",05/01/21-10/31/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A007572,"Andryszak, John", Law Office of John A Andryszak,American International Group,05/01/21-10/31/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A004888,"Andryszak, John", Law Office of John A Andryszak,CSAA Insurance Exchange (AAA),12/09/19-04/30/20,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A004890,"Andryszak, John", Law Office of John A Andryszak,American International Group,12/09/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A013340,"Andryszak, John", Law Office of John A Andryszak,Ntional Association of Surety Bond Producers,02/26/21-04/30/21,"$2,760.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,760.00"
A007569,"Andryszak, John", Law Office of John A Andryszak,"Competitive Power Ventures, Inc.",11/01/20-04/30/21,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00"
A007571,"Andryszak, John", Law Office of John A Andryszak,American International Group,11/01/20-04/30/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A007577,"Andryszak, John", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",11/01/20-04/30/21,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A007582,"Andryszak, John", Law Office of John A Andryszak,"Chubb & Sons, A Division of Federal Insurance Company",11/01/20-04/30/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A013341,"Andryszak, John", Law Office of John A Andryszak,Ntional Association of Surety Bond Producers,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A007578,"Andryszak, John", Law Office of John A Andryszak,"Travelers Companies, Inc and Subsidiaries",05/01/21-10/31/21,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A004891,"Andryszak, John", Law Office of John A Andryszak,American International Group,05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A004686,"Antoine, Joanne",Common Cause Maryland,Common Cause Maryland,05/01/20-10/31/20,"$5,263.44",$0.00,$0.00,$0.00,$200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,463.44"
A004685,"Antoine, Joanne",Common Cause Maryland,Common Cause Maryland,12/02/19-04/30/20,"$13,845.60",$0.00,$0.00,$0.00,$169.60,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,015.20"
A010889,"Antoine, Joanne",Common Cause Maryland,Common Cause Maryland,11/01/20-04/30/21,"$18,457.20",$0.00,$0.00,$0.00,$189.30,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,646.50"
A004436,"Appel, Erin","Capitol Strategies, LLC",Girls Who Code,11/18/19-04/30/20,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A001033,"Appel, Erin","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001043,"Appel, Erin","Capitol Strategies, LLC","Erickson Living Management, LLC",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A003742,"Appel, Erin","Capitol Strategies, LLC",LEO Technologies,11/01/19-04/30/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A001049,"Appel, Erin","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001050,"Appel, Erin","Capitol Strategies, LLC","MTC Logistics, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001052,"Appel, Erin","Capitol Strategies, LLC",Association for Accessible Medicines,05/01/20-10/31/20,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A001058,"Appel, Erin","Capitol Strategies, LLC","Lyft, Inc.",05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001068,"Appel, Erin","Capitol Strategies, LLC",Compassion and Choices,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001069,"Appel, Erin","Capitol Strategies, LLC",MGM Resorts International,11/01/19-04/30/20,"$24,867.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,867.00"
A001070,"Appel, Erin","Capitol Strategies, LLC",MGM Resorts International,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001080,"Appel, Erin","Capitol Strategies, LLC",Gannett Fleming,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001081,"Appel, Erin","Capitol Strategies, LLC",Bard Early College,11/01/19-04/30/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A012429,"Appel, Erin","Capitol Strategies, LLC",Brightview Senior Living,01/06/21-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009275,"Appel, Erin","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/20-04/30/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A009291,"Appel, Erin","Capitol Strategies, LLC",Bard Early College,11/01/20-04/30/21,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A009319,"Appel, Erin","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/20-04/30/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009321,"Appel, Erin","Capitol Strategies, LLC",Exelon Corporation,11/01/20-04/30/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009325,"Appel, Erin","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009310,"Appel, Erin","Capitol Strategies, LLC",Accenture LLP,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009282,"Appel, Erin","Capitol Strategies, LLC","Aramark Correctional Services, LLC",05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009292,"Appel, Erin","Capitol Strategies, LLC",Bard Early College,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009296,"Appel, Erin","Capitol Strategies, LLC",Centurion,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A013837,"Appel, Erin","Capitol Strategies, LLC",Knowledge Services,08/05/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009286,"Appel, Erin","Capitol Strategies, LLC",Gannett Fleming,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009274,"Appel, Erin","Capitol Strategies, LLC",Slice Wireless Solutions,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A005065,"Appel, Erin","Capitol Strategies, LLC","Aramark Correctional Services, LLC",05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001035,"Appel, Erin","Capitol Strategies, LLC",Centurion,11/01/19-04/30/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001038,"Appel, Erin","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001055,"Appel, Erin","Capitol Strategies, LLC",Tradepoint Atlantic,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001062,"Appel, Erin","Capitol Strategies, LLC",International Council of Shopping Centers,05/01/20-10/31/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A001071,"Appel, Erin","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001074,"Appel, Erin","Capitol Strategies, LLC",Veritas HHS,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001075,"Appel, Erin","Capitol Strategies, LLC",Covanta Energy LLC,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001078,"Appel, Erin","Capitol Strategies, LLC","Verizon/DCI Group AZ, LLC",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001083,"Appel, Erin","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/19-04/30/20,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A001084,"Appel, Erin","Capitol Strategies, LLC",Maryland School Bus Contractors Association,05/01/20-10/31/20,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A001087,"Appel, Erin","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/19-04/30/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A013430,"Appel, Erin","Capitol Strategies, LLC",Curriculum Associates LLC,03/08/21-04/30/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A012365,"Appel, Erin","Capitol Strategies, LLC","DoorDash, Inc.",12/31/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009283,"Appel, Erin","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,11/01/20-04/30/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009285,"Appel, Erin","Capitol Strategies, LLC",Gannett Fleming,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009297,"Appel, Erin","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/20-04/30/21,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A009305,"Appel, Erin","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/20-04/30/21,"$2,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,200.00"
A009311,"Appel, Erin","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012430,"Appel, Erin","Capitol Strategies, LLC",Brightview Senior Living,05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009302,"Appel, Erin","Capitol Strategies, LLC",W.L. Gore & Associates,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A007030,"Appel, Erin","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,09/08/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005199,"Appel, Erin","Capitol Strategies, LLC","Maryland Geothermal Association, The",01/01/20-04/30/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A004437,"Appel, Erin","Capitol Strategies, LLC",Girls Who Code,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005064,"Appel, Erin","Capitol Strategies, LLC","Aramark Correctional Services, LLC",12/18/19-04/30/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A000011,"Appel, Erin","Capitol Strategies, LLC",Talkspace,11/01/19-04/30/20,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A000012,"Appel, Erin","Capitol Strategies, LLC",Talkspace,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001034,"Appel, Erin","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001036,"Appel, Erin","Capitol Strategies, LLC",Centurion,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001041,"Appel, Erin","Capitol Strategies, LLC",Anne Arundel Medical Center,11/01/19-04/30/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001054,"Appel, Erin","Capitol Strategies, LLC",Educational Testing Service (ETS),05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001057,"Appel, Erin","Capitol Strategies, LLC","Lyft, Inc.",11/01/19-04/30/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A001061,"Appel, Erin","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/19-04/30/20,"$1,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
A001067,"Appel, Erin","Capitol Strategies, LLC",Compassion and Choices,11/01/19-04/30/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A001073,"Appel, Erin","Capitol Strategies, LLC",Veritas HHS,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001085,"Appel, Erin","Capitol Strategies, LLC","Northbay Education, Inc.",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001088,"Appel, Erin","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009269,"Appel, Erin","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/20-04/30/21,"$12,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,300.00"
A009309,"Appel, Erin","Capitol Strategies, LLC",Accenture LLP,11/01/20-04/30/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A013241,"Appel, Erin","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",05/01/21-10/31/21,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A009306,"Appel, Erin","Capitol Strategies, LLC",Association for Accessible Medicines,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009324,"Appel, Erin","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,05/01/21-10/31/21,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A009326,"Appel, Erin","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013431,"Appel, Erin","Capitol Strategies, LLC",Curriculum Associates LLC,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
